klyuch_vina,hozyaistvo,vino,istochnik,shkala,ball,vyborka,vyborka_nizhnyaya_granica,god,konkurs_god,ogovorka,stranica,sobrano
durdevica-legat-otisak-vremena,Vinarija Đurđevića Legat,Otisak Vremena,decanter,100,90,,False,2020,2023,,"awards.decanter.com, DWWA 2023, вино 738886",2026-08-28
matalj-zamna,Matalj,Zamna,decanter,100,88,,False,2020,2023,,"awards.decanter.com, DWWA 2023, вино 730732",2026-08-28
radovan-100-prokupac,Radovan,100% Prokupac,decanter,100,91,,False,2020,2023,,"awards.decanter.com, DWWA 2023, вино 736910",2026-08-28
matijasevic-tri-doline,Matijašević,Tri Doline,decanter,100,95,,False,2020,2023,,"awards.decanter.com, DWWA 2023, вино 738328",2026-08-28
jovac-stella-noir,Vinarija Jovac,Stella Noir,decanter,100,95,,False,2020,2026,,"awards.decanter.com, DWWA 2026, вино 787957",2026-08-28
matalj-kremen,Matalj,Kremen,decanter,100,87,,False,2020,2023,,"awards.decanter.com, DWWA 2023, вино 730682",2026-08-28
tri-mede-i-oblak-vagabundo-cabernet-sauvignon,Tri Medje I Oblak,Vagabundo Cabernet Sauvignon,decanter,100,86,,False,2020,2023,,"awards.decanter.com, DWWA 2023, вино 738202",2026-08-28
reljic-rebus-crveni,Reljić Vinarija,Rebus Crveni,decanter,100,90,,False,2020,2023,,"awards.decanter.com, DWWA 2023, вино 723895",2026-08-28
mrdanin-family-edition-probus,Vinarija Mrdjanin,Family Edition Probus,decanter,100,89,,False,2020,2023,,"awards.decanter.com, DWWA 2023, вино 732411",2026-08-28
gamanovic-cabernet-sauvignon,Vinarija Gamanović,Cabernet Sauvignon,decanter,100,87,,False,2020,2023,,"awards.decanter.com, DWWA 2023, вино 727545",2026-08-28
bikicki-uncensored,Bikicki,Uncensored,decanter,100,94,,False,2020,2023,,"awards.decanter.com, DWWA 2023, вино 732509",2026-08-28
bikicki-s-o,Bikicki,S/O,decanter,100,87,,False,2020,2023,,"awards.decanter.com, DWWA 2023, вино 732516",2026-08-28
zvonko-bogdan-rose-sec,Zvonko Bogdan,Rosé Sec,decanter,100,87,,False,2022,2023,,"awards.decanter.com, DWWA 2023, вино 731404",2026-08-28
virtus-pinot-grigio,Virtus,Pinot Grigio,decanter,100,87,,False,2022,2023,,"awards.decanter.com, DWWA 2023, вино 736171",2026-08-28
matalj-terasa-sauvignon-blanc,Matalj,Terasa Sauvignon Blanc,decanter,100,90,,False,2022,2023,,"awards.decanter.com, DWWA 2023, вино 730703",2026-08-28
tarpos-chardonnay,Tarpoš,Chardonnay,decanter,100,89,,False,2022,2023,,"awards.decanter.com, DWWA 2023, вино 738942",2026-08-28
tarpos-tamjanika,Tarpoš,Tamjanika,decanter,100,90,,False,2022,2023,,"awards.decanter.com, DWWA 2023, вино 738946",2026-08-28
petrovic-grasac,Podrum Petrović,Grašac,decanter,100,90,,False,2022,2023,,"awards.decanter.com, DWWA 2023, вино 730433",2026-08-28
tri-mede-i-oblak-bigfoot-chardonnay,Tri Medje I Oblak,Bigfoot Chardonnay,decanter,100,88,,False,2021,2023,,"awards.decanter.com, DWWA 2023, вино 738198",2026-08-28
verkat-barrique-malvazija,Verkat,Barrique Malvazija,decanter,100,91,,False,2021,2023,,"awards.decanter.com, DWWA 2023, вино 738802",2026-08-28
verkat-grasac-beli-40,Verkat,Grašac Beli 4.0,decanter,100,91,,False,2021,2023,,"awards.decanter.com, DWWA 2023, вино 738851",2026-08-28
pevac-gust-barrique-chardonnay,Podrum Pevac,Gušt Barrique Chardonnay,decanter,100,88,,False,2021,2023,,"awards.decanter.com, DWWA 2023, вино 727088",2026-08-28
matijasevic-belina,Matijašević,Belina,decanter,100,90,,False,2021,2023,,"awards.decanter.com, DWWA 2023, вино 738309",2026-08-28
matijasevic-sovinoa-fume-blanc,Matijašević,Sovinoa Fumé Blanc,decanter,100,95,,False,2021,2023,,"awards.decanter.com, DWWA 2023, вино 738321",2026-08-28
vencac-legat-1903-muscat-petit-grain,Vinarija Venčac,Legat 1903 Muscat Petit Grain,decanter,100,90,,False,2021,2023,,"awards.decanter.com, DWWA 2023, вино 740070",2026-08-28
matijasevic-sovinoa-sauvignon-blanc,Matijašević,Sovinoa Sauvignon Blanc,decanter,100,92,,False,2021,2023,,"awards.decanter.com, DWWA 2023, вино 738397",2026-08-28
matijasevic-7-hrastova-cuvee,Matijašević,7 Hrastova Cuvée,decanter,100,86,,False,2021,2023,,"awards.decanter.com, DWWA 2023, вино 738401",2026-08-28
chateau-prince-velika-morava,Château Prince,Velika Morava,decanter,100,90,,False,2021,2023,,"awards.decanter.com, DWWA 2023, вино 738068",2026-08-28
stari-hrast-sauvignon-blanc,Podrum Stari Hrast,Sauvignon Blanc,decanter,100,88,,False,2021,2023,,"awards.decanter.com, DWWA 2023, вино 728004",2026-08-28
aleksic-zuti-cvet-tamjanika-sec,Aleksić,Zuti Cvet Tamjanika Sec,decanter,100,86,,False,2021,2023,,"awards.decanter.com, DWWA 2023, вино 739613",2026-08-28
deuric-the-brut,Deurić,The Brut,decanter,100,88,,False,2019,2023,,"awards.decanter.com, DWWA 2023, вино 732063",2026-08-28
dragic-kibic,Драгић Винарија (Vina Dragic),Kibic,decanter,100,86,,False,2021,2023,,"awards.decanter.com, DWWA 2023, вино 724393",2026-08-28
danguba-ponovo-nase-tamjanika,Vinarija Podrum Danguba,Ponovo Naše Tamjanika,decanter,100,86,,False,2021,2023,,"awards.decanter.com, DWWA 2023, вино 730147",2026-08-28
gamanovic-bela-tamjanika,Vinarija Gamanović,Bela Tamjanika,decanter,100,86,,False,2021,2023,,"awards.decanter.com, DWWA 2023, вино 727546",2026-08-28
art-et-vinum-meduza,Art Et Vinum,Meduza,decanter,100,90,,False,2021,2023,,"awards.decanter.com, DWWA 2023, вино 734083",2026-08-28
dragic-carski-drum-rajnski-rizling,Драгић Винарија (Vina Dragic),Carski Drum Rajnski Rizling,decanter,100,87,,False,2020,2025,,"awards.decanter.com, DWWA 2025, вино 771662",2026-08-28
doja-breg-prokupac,Doja,Breg Prokupac,decanter,100,95,,False,2020,2024,,"awards.decanter.com, DWWA 2024, вино 752964",2026-08-28
studenica-1186-prokupac,Манастир Студеница (Manastir Studenica),1186 Prokupac,decanter,100,87,,False,2020,2024,,"awards.decanter.com, DWWA 2024, вино 756007",2026-08-28
fragaria-votazi,Vinarija Fragaria,Votazi,decanter,100,87,,False,2020,2024,,"awards.decanter.com, DWWA 2024, вино 757148",2026-08-28
matalj-bukovski-prokupac,Matalj,Bukovski Prokupac,decanter,100,91,,False,2020,2024,,"awards.decanter.com, DWWA 2024, вино 757453",2026-08-28
jovac-merlot,Vinarija Jovac,Merlot,decanter,100,90,,False,2020,2026,,"awards.decanter.com, DWWA 2026, вино 790645",2026-08-28
bora-frenk,Vinarija Bora,Frenk,decanter,100,87,,False,2020,2024,,"awards.decanter.com, DWWA 2024, вино 755219",2026-08-28
janko-bifora,Podrum Janko,Bifora,decanter,100,90,,False,2020,2024,,"awards.decanter.com, DWWA 2024, вино 757868",2026-08-28
grabak-prokupac,Grabak,Prokupac,decanter,100,92,,False,2020,2026,,"awards.decanter.com, DWWA 2026, вино 788700",2026-08-28
todorovic-merlot,Vinarija Todorović,Merlot,decanter,100,89,,False,2020,2024,,"awards.decanter.com, DWWA 2024, вино 755249",2026-08-28
virtus-prokupac,Virtus,Prokupac,decanter,100,91,,False,2020,2024,,"awards.decanter.com, DWWA 2024, вино 755464",2026-08-28
virtus-marselan,Virtus,Marselan,decanter,100,88,,False,2020,2024,,"awards.decanter.com, DWWA 2024, вино 755469",2026-08-28
virtus-credo,Virtus,Credo,decanter,100,89,,False,2020,2024,,"awards.decanter.com, DWWA 2024, вино 755474",2026-08-28
dragic-crni-biser,Драгић Винарија (Vina Dragic),Crni Biser,decanter,100,90,,False,2020,2024,,"awards.decanter.com, DWWA 2024, вино 755814",2026-08-28
dragic-carski-drum-cabernet-franc,Драгић Винарија (Vina Dragic),Carski Drum Cabernet Franc,decanter,100,86,,False,2020,2024,,"awards.decanter.com, DWWA 2024, вино 755829",2026-08-28
manufaktura-spasic-rebo,Manufaktura Spasić,Rebo,decanter,100,90,,False,2020,2024,,"awards.decanter.com, DWWA 2024, вино 757987",2026-08-28
atelje-sapat-magnus,Šapat,Magnus,decanter,100,90,,False,2020,2024,,"awards.decanter.com, DWWA 2024, вино 756967",2026-08-28
atelje-sapat-reserve-cabernet-sauvignon,Šapat,Reserve Cabernet Sauvignon,decanter,100,93,,False,2020,2024,,"awards.decanter.com, DWWA 2024, вино 756984",2026-08-28
manufaktura-spasic-krivac,Manufaktura Spasić,Krivac,decanter,100,86,,False,2020,2024,,"awards.decanter.com, DWWA 2024, вино 755026",2026-08-28
deuric-pinot-noir,Deurić,Pinot Noir,decanter,100,88,,False,2020,2024,,"awards.decanter.com, DWWA 2024, вино 752920",2026-08-28
lastar-cabernet-franc,Vinarija Lastar,Cabernet Franc,decanter,100,91,,False,2020,2024,,"awards.decanter.com, DWWA 2024, вино 746476",2026-08-28
krstasica-konekcija-merlot,Krstašica Doo,Konekcija Merlot,decanter,100,88,,False,2020,2024,,"awards.decanter.com, DWWA 2024, вино 746132",2026-08-28
unikat-cabernet-sauvignon,Vinarija Unikat,Cabernet Sauvignon,decanter,100,89,,False,2020,2024,,"awards.decanter.com, DWWA 2024, вино 749546",2026-08-28
aleksandrovic-prokupac,Aleksandrović,Prokupac,decanter,100,90,,False,2020,2024,,"awards.decanter.com, DWWA 2024, вино 757533",2026-08-28
despotika-trag,Despotika,Trag,decanter,100,86,,False,2021,2024,,"awards.decanter.com, DWWA 2024, вино 759538",2026-08-28
savic-merlot,Vinarija Savic,Merlot,decanter,100,91,,False,2021,2024,,"awards.decanter.com, DWWA 2024, вино 744564",2026-08-28
zvonko-bogdan-cuvee-no1,Zvonko Bogdan,Cuvee No1,decanter,100,88,,False,2021,2024,,"awards.decanter.com, DWWA 2024, вино 756181",2026-08-28
tarpos-cabernet-sauvignon,Tarpoš,Cabernet Sauvignon,decanter,100,86,,False,2021,2024,,"awards.decanter.com, DWWA 2024, вино 755936",2026-08-28
matijasevic-cukundeda-prokupac,Matijašević,Cukundeda Prokupac,decanter,100,91,,False,2021,2024,,"awards.decanter.com, DWWA 2024, вино 756928",2026-08-28
aven-cabernet-sauvignon,Vinarija Aven,Cabernet Sauvignon,decanter,100,87,,False,2021,2024,,"awards.decanter.com, DWWA 2024, вино 749390",2026-08-28
krstasica-konekcija-merlot,Krstašica Doo,Konekcija Merlot,decanter,100,88,,False,2021,2024,,"awards.decanter.com, DWWA 2024, вино 746134",2026-08-28
pevac-prokupac,Podrum Pevac,Prokupac,decanter,100,87,,False,2021,2024,,"awards.decanter.com, DWWA 2024, вино 748634",2026-08-28
sokolov-zamak-marselan,Vinarija Sokolov Zamak,Marselan,decanter,100,89,,False,2021,2025,,"awards.decanter.com, DWWA 2025, вино 773169",2026-08-28
trasko-fabulous-cabernet-franc,Traško Vinarija,Fabulous Cabernet Franc,decanter,100,90,,False,2021,2024,,"awards.decanter.com, DWWA 2024, вино 747082",2026-08-28
matalj-kremen-cabernet-merlot,Matalj,Kremen Cabernet-Merlot,decanter,100,87,,False,2021,2024,,"awards.decanter.com, DWWA 2024, вино 757452",2026-08-28
veritas-cukovic-monte-karlovci-merlot,Veritas Ćuković,Monte Karlovci Merlot,decanter,100,90,,False,2021,2024,,"awards.decanter.com, DWWA 2024, вино 753022",2026-08-28
veritas-cukovic-cuk,Veritas Ćuković,ćUk,decanter,100,90,,False,2021,2024,,"awards.decanter.com, DWWA 2024, вино 753445",2026-08-28
veritas-cukovic-momentum,Veritas Ćuković,Momentum,decanter,100,91,,False,2021,2024,,"awards.decanter.com, DWWA 2024, вино 753455",2026-08-28
matalj-zemna-reserva,Matalj,Zemna Reserva,decanter,100,92,,False,2021,2025,,"awards.decanter.com, DWWA 2025, вино 768169",2026-08-28
draskovic-mahago-frankovka,Drašković,Mahago Frankovka,decanter,100,87,,False,2021,2024,,"awards.decanter.com, DWWA 2024, вино 757041",2026-08-28
milicevic-vladavina-icone-merlot,Vinarija Milićević,Vladavina Icone Merlot,decanter,100,90,,False,2021,2024,,"awards.decanter.com, DWWA 2024, вино 748007",2026-08-28
doja-merlot-cabernet-sauvignon,Doja,Merlot-Cabernet Sauvignon,decanter,100,88,,False,2021,2024,,"awards.decanter.com, DWWA 2024, вино 752959",2026-08-28
matalj-bukovski-prokupac-zacinak,Matalj,Bukovski Prokupac-Začinak,decanter,100,89,,False,2021,2024,,"awards.decanter.com, DWWA 2024, вино 757461",2026-08-28
aleksic-kardas-limited-cabernet-sauvignon,Aleksić,Kardas Limited Cabernet Sauvignon,decanter,100,90,,False,2021,2024,,"awards.decanter.com, DWWA 2024, вино 756675",2026-08-28
fleur-doranger-grof-muskat-krokan,Vinarija Fleur D'Oranger,Grof Muskat Krokan,decanter,100,90,,False,2021,2024,,"awards.decanter.com, DWWA 2024, вино 757397",2026-08-28
draskovic-beli-pinot,Drašković,Beli Pinot,decanter,100,90,,False,2021,2024,,"awards.decanter.com, DWWA 2024, вино 757029",2026-08-28
molovin-inat-limited-edition-rajnski-rizling,Molovin,Inat Limited Edition Rajnski Rizling,decanter,100,86,,False,2021,2024,,"awards.decanter.com, DWWA 2024, вино 757070",2026-08-28
lastar-triangl-sauvignon-viognier,Vinarija Lastar,Triangl Sauvignon-Viognier,decanter,100,86,,False,2021,2024,,"awards.decanter.com, DWWA 2024, вино 752969",2026-08-28
erdevik-geronimo,Erdevik,Geronimo,decanter,100,87,,False,2021,2024,,"awards.decanter.com, DWWA 2024, вино 756017",2026-08-28
tref-line-pirg-sauvignon-blanc,Tref Line,Pirg Sauvignon Blanc,decanter,100,87,,False,2021,2024,,"awards.decanter.com, DWWA 2024, вино 743871",2026-08-28
erdevik-omnibus-lector-chardonnay,Erdevik,Omnibus Lector Chardonnay,decanter,100,89,,False,2021,2025,,"awards.decanter.com, DWWA 2025, вино 764828",2026-08-28
erdevik-ex-cathedra-sauvignon-blanc,Erdevik,Ex Cathedra Sauvignon Blanc,decanter,100,91,,False,2021,2025,,"awards.decanter.com, DWWA 2025, вино 764829",2026-08-28
temet-tri-morave-reserve,Temet,Tri Morave Reserve,decanter,100,89,,False,2021,2026,,"awards.decanter.com, DWWA 2026, вино 778875",2026-08-28
zvonko-bogdan-cuvee-no1,Zvonko Bogdan,Cuvee No1,decanter,100,89,,False,2022,2024,,"awards.decanter.com, DWWA 2024, вино 756188",2026-08-28
tonkovic-fantazija-organic-kadarka,Tonković,Fantazija Organic Kadarka,decanter,100,87,,False,2022,2024,,"awards.decanter.com, DWWA 2024, вино 745057",2026-08-28
bt-mister-marselan,BT Winery,Mister Marselan,decanter,100,88,,False,2022,2025,,"awards.decanter.com, DWWA 2025, вино 765708",2026-08-28
stankovic-cabernet-sauvignon,Vinarija Stanković,Cabernet Sauvignon,decanter,100,90,,False,2022,2024,,"awards.decanter.com, DWWA 2024, вино 750297",2026-08-28
zvonko-bogdan-merlot,Zvonko Bogdan,Merlot,decanter,100,87,,False,2022,2025,,"awards.decanter.com, DWWA 2025, вино 774734",2026-08-28
dragic-nemirac,Драгић Винарија (Vina Dragic),Nemirac,decanter,100,90,,False,2022,2024,,"awards.decanter.com, DWWA 2024, вино 750285",2026-08-28
fragaria-jagoda,Vinarija Fragaria,Jagoda,decanter,100,87,,False,2022,2024,,"awards.decanter.com, DWWA 2024, вино 757521",2026-08-28
studenica-tamjanika-bela-rec,Манастир Студеница (Manastir Studenica),Tamjanika Bela Reč,decanter,100,87,,False,2022,2024,,"awards.decanter.com, DWWA 2024, вино 756175",2026-08-28
dragic-carski-drum-chardonnay,Драгић Винарија (Vina Dragic),Carski Drum Chardonnay,decanter,100,87,,False,2022,2024,,"awards.decanter.com, DWWA 2024, вино 755834",2026-08-28
virtus-credo-beli,Virtus,Credo Beli,decanter,100,88,,False,2022,2024,,"awards.decanter.com, DWWA 2024, вино 755456",2026-08-28
stankovic-chardonnay,Vinarija Stanković,Chardonnay,decanter,100,87,,False,2022,2024,,"awards.decanter.com, DWWA 2024, вино 750293",2026-08-28
matalj-terasa-chardonnay,Matalj,Terasa Chardonnay,decanter,100,90,,False,2022,2024,,"awards.decanter.com, DWWA 2024, вино 757455",2026-08-28
sokolov-zamak-tamjanika,Vinarija Sokolov Zamak,Tamjanika,decanter,100,90,,False,2022,2024,,"awards.decanter.com, DWWA 2024, вино 758250",2026-08-28
atelje-sapat-chardonnay,Šapat,Chardonnay,decanter,100,88,,False,2022,2024,,"awards.decanter.com, DWWA 2024, вино 756719",2026-08-28
atelje-sapat-atila-chardonnay,Šapat,Atila Chardonnay,decanter,100,95,,False,2022,2024,,"awards.decanter.com, DWWA 2024, вино 756721",2026-08-28
veritas-cukovic-bela-harmonija,Veritas Ćuković,Bela Harmonija,decanter,100,88,,False,2022,2024,,"awards.decanter.com, DWWA 2024, вино 753458",2026-08-28
durdic-grasac-beli,Vinarija Đurđić,Grašac Beli,decanter,100,88,,False,2022,2024,,"awards.decanter.com, DWWA 2024, вино 749711",2026-08-28
karic-adria-belo,Karić Vinarija,Adria Belo,decanter,100,88,,False,2022,2024,,"awards.decanter.com, DWWA 2024, вино 745092",2026-08-28
despotika-morava,Despotika,Morava,decanter,100,87,,False,2022,2024,,"awards.decanter.com, DWWA 2024, вино 759525",2026-08-28
atelje-sapat-su-su-blaufrankisch,Šapat,šU-šU Blaufrankisch,decanter,100,90,,False,2022,2024,,"awards.decanter.com, DWWA 2024, вино 756998",2026-08-28
dragic-randes,Драгић Винарија (Vina Dragic),Randes,decanter,100,87,,False,2022,2024,,"awards.decanter.com, DWWA 2024, вино 750283",2026-08-28
draskovic-frankovka-rezerva,Drašković,Frankovka Rezerva,decanter,100,90,,False,2018,2024,,"awards.decanter.com, DWWA 2024, вино 751528",2026-08-28
rubin-amante-matea-merlot,Rubin,Matea Merlot,decanter,100,87,,False,2018,2024,,"awards.decanter.com, DWWA 2024, вино 749707",2026-08-28
grabak-modrovrana-cabernet-sauvignon,Grabak,Modrovrana Cabernet Sauvignon,decanter,100,88,,False,2018,2024,,"awards.decanter.com, DWWA 2024, вино 747465",2026-08-28
erdevik-marlon-delon-cabernet-sauvignon-merlot,Erdevik,Marlon Delon Cabernet Sauvignon-Merlot,decanter,100,95,,False,2017,2026,,"awards.decanter.com, DWWA 2026, вино 788543",2026-08-28
aleksandrovic-vozd-cabernet-sauvignon,Aleksandrović,Vožd Cabernet Sauvignon,decanter,100,95,,False,2017,2024,,"awards.decanter.com, DWWA 2024, вино 757517",2026-08-28
dragic-carski-drum-manzoni,Драгић Винарија (Vina Dragic),Carski Drum Manzoni,decanter,100,90,,False,2023,2025,,"awards.decanter.com, DWWA 2025, вино 771660",2026-08-28
aleksic-zuti-cvet,Aleksić,Zuti Cvet,decanter,100,87,,False,2023,2024,,"awards.decanter.com, DWWA 2024, вино 756937",2026-08-28
aleksic-arno-sauvignon-blanc,Aleksić,Arno Sauvignon Blanc,decanter,100,87,,False,2023,2024,,"awards.decanter.com, DWWA 2024, вино 756951",2026-08-28
tarpos-sauvignon-blanc,Tarpoš,Sauvignon Blanc,decanter,100,87,,False,2023,2024,,"awards.decanter.com, DWWA 2024, вино 755934",2026-08-28
tarpos-tamjanika,Tarpoš,Tamjanika,decanter,100,90,,False,2023,2024,,"awards.decanter.com, DWWA 2024, вино 755935",2026-08-28
sokolov-zamak-chardonnay,Vinarija Sokolov Zamak,Chardonnay,decanter,100,87,,False,2023,2025,,"awards.decanter.com, DWWA 2025, вино 771933",2026-08-28
atelje-sapat-bianca-moscato-giallo,Šapat,Bianca Moscato Giallo,decanter,100,91,,False,2023,2024,,"awards.decanter.com, DWWA 2024, вино 756381",2026-08-28
matalj-terasa-sauvignon-blanc,Matalj,Terasa Sauvignon Blanc,decanter,100,90,,False,2023,2024,,"awards.decanter.com, DWWA 2024, вино 757459",2026-08-28
pevac-gust,Podrum Pevac,Gušt,decanter,100,89,,False,2023,2024,,"awards.decanter.com, DWWA 2024, вино 748669",2026-08-28
zvonko-bogdan-merlot,Zvonko Bogdan,Merlot,decanter,100,91,,False,2019,2024,,"awards.decanter.com, DWWA 2024, вино 756193",2026-08-28
doja-breg-merlot,Doja,Breg Merlot,decanter,100,92,,False,2019,2024,,"awards.decanter.com, DWWA 2024, вино 752965",2026-08-28
dzervin-trifun-grand-cabernet-sauvignon,Dzervin,Trifun Grand Cabernet Sauvignon,decanter,100,87,,False,2019,2026,,"awards.decanter.com, DWWA 2026, вино 778833",2026-08-28
janko-zlatno-runo-cabernet-sauvignon,Podrum Janko,Zlatno Runo Cabernet Sauvignon,decanter,100,87,,False,2019,2024,,"awards.decanter.com, DWWA 2024, вино 757869",2026-08-28
radovan-experiment-prokupac,Radovan,Experiment Prokupac,decanter,100,92,,False,2019,2024,,"awards.decanter.com, DWWA 2024, вино 756253",2026-08-28
aleksandrovic-rodoslov-grand-reserve,Aleksandrović,Rodoslov Grand Reserve,decanter,100,90,,False,2019,2024,,"awards.decanter.com, DWWA 2024, вино 757518",2026-08-28
tarpos-cabernet-sauvignon,Tarpoš,Cabernet Sauvignon,decanter,100,88,,False,2019,2024,,"awards.decanter.com, DWWA 2024, вино 756133",2026-08-28
aleksandrovic-regent-reserve,Aleksandrović,Regent Reserve,decanter,100,91,,False,2019,2024,,"awards.decanter.com, DWWA 2024, вино 757546",2026-08-28
despotika-dokaz,Despotika,Dokaz,decanter,100,89,,False,2019,2024,,"awards.decanter.com, DWWA 2024, вино 759535",2026-08-28
erdevik-stiflers-mom-shiraz,Erdevik,Stiflers Mom Shiraz,decanter,100,93,,False,2019,2024,,"awards.decanter.com, DWWA 2024, вино 755988",2026-08-28
aven-cabernet-sauvignon,Vinarija Aven,Cabernet Sauvignon,decanter,100,87,,False,2019,2024,,"awards.decanter.com, DWWA 2024, вино 749388",2026-08-28
tonkovic-rapsodija-kadarka,Tonković,Rapsodija Kadarka,decanter,100,86,,False,2019,2024,,"awards.decanter.com, DWWA 2024, вино 745066",2026-08-28
deuric-aksiom-crveni,Deurić,Aksiom Crveni,decanter,100,93,,False,2019,2024,,"awards.decanter.com, DWWA 2024, вино 752927",2026-08-28
temet-beli-kamen-prokupac,Temet,Beli Kamen Prokupac,decanter,100,87,,False,2019,2024,,"awards.decanter.com, DWWA 2024, вино 750347",2026-08-28
atelje-sapat-pi-crveno-premium,Šapat,Pi' Crveno Premium,decanter,100,87,,False,2019,2024,,"awards.decanter.com, DWWA 2024, вино 756960",2026-08-28
zvonko-bogdan-eclater-blanc-de-blancs-extra-brut,Zvonko Bogdan,Eclater Blanc De Blancs Extra Brut,decanter,100,95,,False,2019,2024,,"awards.decanter.com, DWWA 2024, вино 756211",2026-08-28
zvonko-bogdan-eclater-blanc-de-blancs-extra-brut,Zvonko Bogdan,Eclater Blanc De Blancs Extra Brut,decanter,100,92,,False,2018,2024,,"awards.decanter.com, DWWA 2024, вино 756205",2026-08-28
despotika-nemir,Despotika,Nemir,decanter,100,86,,False,2023,2024,,"awards.decanter.com, DWWA 2024, вино 759531",2026-08-28
gnezdo-genzdo-muskat-krokan,Vinarija Gnezdo,Genzdo Muskat Krokan,decanter,100,86,,False,2022,2024,,"awards.decanter.com, DWWA 2024, вино 753039",2026-08-28
dragic-kibic,Драгић Винарија (Vina Dragic),Kibic,decanter,100,88,,False,2022,2024,,"awards.decanter.com, DWWA 2024, вино 750276",2026-08-28
dibonis-di-icewine,Dibonis Winery,Di Icewine,decanter,100,94,,False,2020,2024,,"awards.decanter.com, DWWA 2024, вино 756424",2026-08-28
karic-adria-belo,Karić Vinarija,Adria Belo,decanter,100,89,,False,2023,2025,,"awards.decanter.com, DWWA 2025, вино 761764",2026-08-28
stankovic-chardonnay,Vinarija Stanković,Chardonnay,decanter,100,89,,False,2023,2025,,"awards.decanter.com, DWWA 2025, вино 768380",2026-08-28
ivanovic-no-3-4,Ivanović,No 3/4,decanter,100,86,,False,2023,2025,,"awards.decanter.com, DWWA 2025, вино 770341",2026-08-28
krstasica-konekicja-chardonnay,Krstašica Doo,Konekicja Chardonnay,decanter,100,86,,False,2023,2025,,"awards.decanter.com, DWWA 2025, вино 771778",2026-08-28
krstasica-konekicja-sauvignon-blanc,Krstašica Doo,Konekicja Sauvignon Blanc,decanter,100,89,,False,2023,2025,,"awards.decanter.com, DWWA 2025, вино 771809",2026-08-28
frug-chardonnay,Vinarija Frug,Chardonnay,decanter,100,88,,False,2023,2025,,"awards.decanter.com, DWWA 2025, вино 772363",2026-08-28
chichateau-blake-sauvignon-blanc,Chichateau,Blake Sauvignon Blanc,decanter,100,88,,False,2023,2026,,"awards.decanter.com, DWWA 2026, вино 791021",2026-08-28
frug-signum-chardonnay,Vinarija Frug,Signum Chardonnay,decanter,100,89,,False,2023,2026,,"awards.decanter.com, DWWA 2026, вино 789468",2026-08-28
aleksandrovic-trijumf-gold,Aleksandrović,Trijumf Gold,decanter,100,93,,False,2023,2025,,"awards.decanter.com, DWWA 2025, вино 764982",2026-08-28
erdevik-trianon-pinot-blanc-pinot-grigio-sauvignon-blanc,Erdevik,Trianon Pinot Blanc-Pinot Grigio-Sauvignon Blanc,decanter,100,88,,False,2023,2025,,"awards.decanter.com, DWWA 2025, вино 764831",2026-08-28
deuric-la-rem-morava-amf,Deurić,La Rem Morava Amf.,decanter,100,91,,False,2023,2025,,"awards.decanter.com, DWWA 2025, вино 768550",2026-08-28
deuric-la-rem-chardonnay,Deurić,La Rem Chardonnay,decanter,100,97,,False,2023,2026,,"awards.decanter.com, DWWA 2026, вино 787711",2026-08-28
deuric-severna-morava,Deurić,Severna Morava,decanter,100,90,,False,2023,2025,,"awards.decanter.com, DWWA 2025, вино 768596",2026-08-28
vincic-grand-fru,Vinčić,Grand Fru,decanter,100,90,,False,2023,2025,,"awards.decanter.com, DWWA 2025, вино 773875",2026-08-28
dragic-crni-biser,Драгић Винарија (Vina Dragic),Crni Biser,decanter,100,90,,False,2023,2026,,"awards.decanter.com, DWWA 2026, вино 790261",2026-08-28
zvonko-bogdan-merlot,Zvonko Bogdan,Merlot,decanter,100,95,,False,2023,2025,,"awards.decanter.com, DWWA 2025, вино 774735",2026-08-28
atelje-sapat-atila-chardonnay,Šapat,Atila Chardonnay,decanter,100,89,,False,2023,2025,,"awards.decanter.com, DWWA 2025, вино 772702",2026-08-28
atelje-sapat-chardonnay,Šapat,Chardonnay,decanter,100,89,,False,2023,2025,,"awards.decanter.com, DWWA 2025, вино 771854",2026-08-28
matalj-bagrina,Matalj,Bagrina,decanter,100,91,,False,2023,2025,,"awards.decanter.com, DWWA 2025, вино 768171",2026-08-28
virtus-morava,Virtus,Morava,decanter,100,95,,False,2023,2025,,"awards.decanter.com, DWWA 2025, вино 771116",2026-08-28
tarpos-prokupac,Tarpoš,Prokupac,decanter,100,95,,False,2023,2025,,"awards.decanter.com, DWWA 2025, вино 771690",2026-08-28
radovan-100-prokupac,Radovan,100% Prokupac,decanter,100,90,,False,2023,2025,,"awards.decanter.com, DWWA 2025, вино 771671",2026-08-28
zvonko-bogdan-cuvee-no1,Zvonko Bogdan,Cuvée no.1,decanter,100,91,,False,2023,2025,,"awards.decanter.com, DWWA 2025, вино 774731",2026-08-28
dragic-carski-drum-manzoni,Драгић Винарија (Vina Dragic),Carski Drum Manzoni,decanter,100,87,,False,2024,2026,,"awards.decanter.com, DWWA 2026, вино 790248",2026-08-28
dragic-carski-drum-sauvignon-blanc,Драгић Винарија (Vina Dragic),Carski Drum Sauvignon Blanc,decanter,100,86,,False,2024,2026,,"awards.decanter.com, DWWA 2026, вино 790256",2026-08-28
breg-sila,Breg,Sila,decanter,100,87,,False,2024,2025,,"awards.decanter.com, DWWA 2025, вино 773198",2026-08-28
