klyuch_vina,hozyaistvo,vino,istochnik,god,kategoriya,mesto,urozhaj,cvet,stranica,sobrano
aleksandrovic-trijumf,Aleksandrović,Trijumf,decanter,2013,отмечено,commended,2010,white,"awards.decanter.com, DWWA 2013, вино 640324",2026-08-28
zvonko-bogdan-cuvee-no1,Zvonko Bogdan,Cuvée No.1,decanter,2013,бронза,bronza,2010,red,"awards.decanter.com, DWWA 2013, вино 640308",2026-08-28
molovin-inat,Molovin,Inat,decanter,2013,отмечено,commended,2010,white,"awards.decanter.com, DWWA 2013, вино 640311",2026-08-28
braca-rajkovic-sofia-cuvee,Braća Rajković,Sofia Cuvée,decanter,2013,отмечено,commended,2010,red,"awards.decanter.com, DWWA 2013, вино 640252",2026-08-28
braca-rajkovic-33,Braća Rajković,33,decanter,2013,бронза,bronza,2010,red,"awards.decanter.com, DWWA 2013, вино 640251",2026-08-28
zvonko-bogdan-zivot-tece,Zvonko Bogdan,Život Teče,decanter,2013,отмечено,commended,2010,red,"awards.decanter.com, DWWA 2013, вино 640268",2026-08-28
dibonis-di-franc,DiBonis Winery,Di Franc,decanter,2013,бронза,bronza,2009,red,"awards.decanter.com, DWWA 2013, вино 640266",2026-08-28
radovanovic-reserve-cabernet-sauvignon,Radovanović,Rèserve Cabernet Sauvignon,decanter,2013,бронза,bronza,2009,red,"awards.decanter.com, DWWA 2013, вино 640256",2026-08-28
aleksandrovic-trijumf-noir,Aleksandrović,Trijumf Noir,decanter,2013,отмечено,commended,2009,red,"awards.decanter.com, DWWA 2013, вино 640327",2026-08-28
aleksandrovic-trijumf-barrique,Aleksandrović,Trijumf Barrique,decanter,2013,серебро,srebro,2009,white,"awards.decanter.com, DWWA 2013, вино 640325",2026-08-28
molovin-rose,Molovin,Rosé,decanter,2013,отмечено,commended,2012,rosé,"awards.decanter.com, DWWA 2013, вино 640312",2026-08-28
molovin-plavi-princip,Molovin,Plavi Princip,decanter,2013,бронза,bronza,2011,red,"awards.decanter.com, DWWA 2013, вино 640314",2026-08-28
belo-brdo-alma-mons,Belo Brdo,Alma Mons,decanter,2013,бронза,bronza,2011,red,"awards.decanter.com, DWWA 2013, вино 640316",2026-08-28
aleksandrovic-trijumf,Aleksandrović,Trijumf,decanter,2013,отмечено,commended,2011,rosé,"awards.decanter.com, DWWA 2013, вино 640320",2026-08-28
aleksic-kardas,Aleksić,Kardaš,decanter,2013,бронза,bronza,2011,red,"awards.decanter.com, DWWA 2013, вино 640319",2026-08-28
temet-pinot-noir,Temet,Pinot Noir,decanter,2013,отмечено,commended,2011,red,"awards.decanter.com, DWWA 2013, вино 640260",2026-08-28
temet-ergo,Temet,Ergo,decanter,2013,бронза,bronza,2011,red,"awards.decanter.com, DWWA 2013, вино 640267",2026-08-28
matalj-kremen,Matalj,Kremen,decanter,2013,бронза,bronza,2011,red,"awards.decanter.com, DWWA 2013, вино 640254",2026-08-28
belo-brdo-chardonnay,Belo Brdo,Chardonnay,decanter,2013,отмечено,commended,2011,white,"awards.decanter.com, DWWA 2013, вино 640315",2026-08-28
molovin-inat,Molovin,Inat,decanter,2013,отмечено,commended,2011,white,"awards.decanter.com, DWWA 2013, вино 640290",2026-08-28
radovanovic-chardonnay-selekcija,Radovanović,Chardonnay Selekcija,decanter,2013,бронза,bronza,2011,white,"awards.decanter.com, DWWA 2013, вино 640255",2026-08-28
matalj-terasa,Matalj,Terasa,decanter,2013,отмечено,commended,2011,white,"awards.decanter.com, DWWA 2013, вино 640253",2026-08-28
aleksandrovic-trijumf-selection,Aleksandrović,Trijumf Selection,decanter,2013,отмечено,commended,2011,white,"awards.decanter.com, DWWA 2013, вино 640323",2026-08-28
aleksandrovic-harizma,Aleksandrović,Harizma,decanter,2013,отмечено,commended,2011,white,"awards.decanter.com, DWWA 2013, вино 640321",2026-08-28
aleksic-arno,Aleksić,Arno,decanter,2013,бронза,bronza,2012,white,"awards.decanter.com, DWWA 2013, вино 640317",2026-08-28
dibonis-dicabernet,DiBonis Winery,Dicabernet,decanter,2014,отмечено,commended,2007,red,"awards.decanter.com, DWWA 2014, вино 630019",2026-08-28
dragic-cabernet-franc,Драгић Винарија (Vina Dragic),Cabernet Franc,decanter,2014,отмечено,commended,2012,red,"awards.decanter.com, DWWA 2014, вино 628525",2026-08-28
zvonko-bogdan-cuvee-no1,Zvonko Bogdan,Cuvee No.1,decanter,2014,отмечено,commended,2012,red,"awards.decanter.com, DWWA 2014, вино 646022",2026-08-28
matalj-kremen,Matalj,Kremen,decanter,2014,бронза,bronza,2012,red,"awards.decanter.com, DWWA 2014, вино 643230",2026-08-28
temet-tri-morave,Temet,Tri Morave,decanter,2014,бронза,bronza,2012,red,"awards.decanter.com, DWWA 2014, вино 643130",2026-08-28
aleksandrovic-trijumf-barrique,Aleksandrović,Trijumf Barrique,decanter,2014,отмечено,commended,2012,white,"awards.decanter.com, DWWA 2014, вино 628530",2026-08-28
kovacevic-chardonnay,Kovačević,Chardonnay,decanter,2014,отмечено,commended,2012,white,"awards.decanter.com, DWWA 2014, вино 626638",2026-08-28
temet-pinot-grigio,Temet,Pinot Grigio,decanter,2014,бронза,bronza,2012,white,"awards.decanter.com, DWWA 2014, вино 643187",2026-08-28
aleksandrovic-trijumf-gold,Aleksandrović,Trijumf Gold,decanter,2014,серебро,srebro,2012,white,"awards.decanter.com, DWWA 2014, вино 644106",2026-08-28
janko-vrtlog-sauvignon-blanc,Janko,Vrtlog Sauvignon Blanc,decanter,2014,отмечено,commended,2012,white,"awards.decanter.com, DWWA 2014, вино 642903",2026-08-28
bjelica-graffiti,Bjelica,Graffiti,decanter,2014,отмечено,commended,2012,red,"awards.decanter.com, DWWA 2014, вино 629436",2026-08-28
janko-stari-zavet,Janko,Stari Zavet,decanter,2014,платина,platina,2011,red,"awards.decanter.com, DWWA 2014, вино 642901",2026-08-28
janko-zavet,Janko,Zavet,decanter,2014,бронза,bronza,2011,red,"awards.decanter.com, DWWA 2014, вино 642902",2026-08-28
janko-misija-chardonnay,Janko,Misija Chardonnay,decanter,2014,отмечено,commended,2011,white,"awards.decanter.com, DWWA 2014, вино 642904",2026-08-28
temet-ergo,Temet,Ergo,decanter,2014,бронза,bronza,2011,red,"awards.decanter.com, DWWA 2014, вино 643133",2026-08-28
matalj-kremen-kamen,Matalj,Kremen Kamen,decanter,2014,отмечено,commended,2011,red,"awards.decanter.com, DWWA 2014, вино 643231",2026-08-28
aleksic-kardas-limited,Aleksić,Kardaš Limited,decanter,2014,отмечено,commended,2011,red,"awards.decanter.com, DWWA 2014, вино 630295",2026-08-28
aleksic-amanet,Aleksić,Amanet,decanter,2014,отмечено,commended,2011,red,"awards.decanter.com, DWWA 2014, вино 629461",2026-08-28
mcculloch-coupage,Mcculloch Wines,Coupage,decanter,2014,бронза,bronza,2011,red,"awards.decanter.com, DWWA 2014, вино 644109",2026-08-28
braca-rajkovic-prince-rskavac,Braća Rajković,Prince Rskavac,decanter,2014,отмечено,commended,2011,red,"awards.decanter.com, DWWA 2014, вино 629598",2026-08-28
tonkovic-icon-kadarka,Tonković,Icon Kadarka,decanter,2014,отмечено,commended,2011,red,"awards.decanter.com, DWWA 2014, вино 629731",2026-08-28
dibonis-di-franc,DiBonis Winery,Di Franc,decanter,2014,бронза,bronza,2011,red,"awards.decanter.com, DWWA 2014, вино 630022",2026-08-28
tonkovic-fantazija-kadarka,Tonković,Fantazija Kadarka,decanter,2014,бронза,bronza,2011,red,"awards.decanter.com, DWWA 2014, вино 645891",2026-08-28
bjelica-saga,Bjelica,Saga,decanter,2014,бронза,bronza,2013,white,"awards.decanter.com, DWWA 2014, вино 629434",2026-08-28
aleksic-arno,Aleksić,Arno,decanter,2014,отмечено,commended,2013,white,"awards.decanter.com, DWWA 2014, вино 630294",2026-08-28
temet-tri-morave,Temet,Tri morave,decanter,2014,серебро,srebro,2013,white,"awards.decanter.com, DWWA 2014, вино 643505",2026-08-28
zvonko-bogdan-sauvignon-blanc,Zvonko Bogdan,Sauvignon Blanc,decanter,2014,отмечено,commended,2013,white,"awards.decanter.com, DWWA 2014, вино 629706",2026-08-28
zvonko-bogdan-pinot-blanc,Zvonko Bogdan,Pinot Blanc,decanter,2014,бронза,bronza,2013,white,"awards.decanter.com, DWWA 2014, вино 646025",2026-08-28
bjelica-graffiti,Bjelica,Graffiti,decanter,2014,бронза,bronza,2013,rosé,"awards.decanter.com, DWWA 2014, вино 629433",2026-08-28
tonkovic-kadarka,Tonković,Kadarka,decanter,2014,бронза,bronza,2013,rosé,"awards.decanter.com, DWWA 2014, вино 645914",2026-08-28
dibonis-di-sauvignon,DiBonis Winery,Di Sauvignon,decanter,2014,отмечено,commended,2013,white,"awards.decanter.com, DWWA 2014, вино 630096",2026-08-28
aleksandrovic-regent-reserve,Aleksandrović,Regent Reserve,decanter,2014,отмечено,commended,2009,red,"awards.decanter.com, DWWA 2014, вино 628524",2026-08-28
aleksandrovic-trijumf-noir,Aleksandrović,Trijumf Noir,decanter,2014,отмечено,commended,2009,red,"awards.decanter.com, DWWA 2014, вино 628527",2026-08-28
kovacevic-rosetto,Kovačević,Rosetto,decanter,2014,отмечено,commended,2013,rosé,"awards.decanter.com, DWWA 2014, вино 626651",2026-08-28
aleksandrovic-trijumf-noir,Aleksandrović,Trijumf Noir,decanter,2014,отмечено,commended,2009,white,"awards.decanter.com, DWWA 2014, вино 628520",2026-08-28
tonkovic-kadarka-rose,Tonković,Kadarka Rosé,decanter,2015,отмечено,commended,2014,rosé,"awards.decanter.com, DWWA 2015, вино 663851",2026-08-28
zvonko-bogdan-rose-sec,Zvonko Bogdan,Rosé Sec,decanter,2015,отмечено,commended,2014,rosé,"awards.decanter.com, DWWA 2015, вино 662031",2026-08-28
temet-tri-bele,Temet,Tri Bele,decanter,2015,бронза,bronza,2014,white,"awards.decanter.com, DWWA 2015, вино 648854",2026-08-28
zvonko-bogdan-sauvignon-blanc,Zvonko Bogdan,Sauvignon blanc,decanter,2015,серебро,srebro,2014,white,"awards.decanter.com, DWWA 2015, вино 662038",2026-08-28
temet-pinot-grigio,Temet,Pinot Grigio,decanter,2015,бронза,bronza,2014,white,"awards.decanter.com, DWWA 2015, вино 661878",2026-08-28
bjelica-graffiti-crveno,Bjelica,Graffiti Crveno,decanter,2015,отмечено,commended,2013,red,"awards.decanter.com, DWWA 2015, вино 662191",2026-08-28
janko-zapis-crveni,Janko,Zapis Crveni,decanter,2015,отмечено,commended,2013,red,"awards.decanter.com, DWWA 2015, вино 650333",2026-08-28
janko-zavet,Janko,Zavet,decanter,2015,бронза,bronza,2013,red,"awards.decanter.com, DWWA 2015, вино 650334",2026-08-28
matalj-kremen-cabernet-sauvignon,Matalj,Kremen Cabernet Sauvignon,decanter,2015,бронза,bronza,2013,red,"awards.decanter.com, DWWA 2015, вино 650415",2026-08-28
zvonko-bogdan-icon-campana,Zvonko Bogdan,Icon Campana,decanter,2015,отмечено,commended,2013,white,"awards.decanter.com, DWWA 2015, вино 662040",2026-08-28
aleksandrovic-trijumf,Aleksandrović,Trijumf,decanter,2015,бронза,bronza,2013,white,"awards.decanter.com, DWWA 2015, вино 662568",2026-08-28
pusula-sauvignon-blanc,Pusula Winery,Sauvignon blanc,decanter,2015,отмечено,commended,2013,white,"awards.decanter.com, DWWA 2015, вино 649003",2026-08-28
temet-ergo-white,Temet,Ergo White,decanter,2015,отмечено,commended,2013,white,"awards.decanter.com, DWWA 2015, вино 648841",2026-08-28
matalj-terasa-chardonnay,Matalj,Terasa Chardonnay,decanter,2015,отмечено,commended,2013,white,"awards.decanter.com, DWWA 2015, вино 650416",2026-08-28
bjelica-babaroga,Bjelica,Babaroga,decanter,2015,отмечено,commended,2013,white,"awards.decanter.com, DWWA 2015, вино 662363",2026-08-28
molovin-inat,Molovin,Inat,decanter,2015,отмечено,commended,2013,white,"awards.decanter.com, DWWA 2015, вино 663940",2026-08-28
belo-brdo-cabernet-sauvignon,Belo Brdo,Cabernet Sauvignon,decanter,2015,отмечено,commended,2011,red,"awards.decanter.com, DWWA 2015, вино 663574",2026-08-28
tonkovic-fantazija-kadarka,Tonković,Fantazija Kadarka,decanter,2015,отмечено,commended,2011,red,"awards.decanter.com, DWWA 2015, вино 663847",2026-08-28
matalj-kremen-kamen,Matalj,Kremen Kamen,decanter,2015,отмечено,commended,2012,red,"awards.decanter.com, DWWA 2015, вино 650417",2026-08-28
jeremic-kanon,Jeremić,Kanon,decanter,2015,отмечено,commended,2012,red,"awards.decanter.com, DWWA 2015, вино 650472",2026-08-28
zvonko-bogdan-cuvee-no1,Zvonko Bogdan,Cuvée No.1,decanter,2015,бронза,bronza,2012,red,"awards.decanter.com, DWWA 2015, вино 662011",2026-08-28
belo-brdo-cabernet-franc,Belo Brdo,Cabernet Franc,decanter,2015,бронза,bronza,2012,red,"awards.decanter.com, DWWA 2015, вино 663594",2026-08-28
belo-brdo-alma-mons,Belo Brdo,Alma Mons,decanter,2015,бронза,bronza,2012,red,"awards.decanter.com, DWWA 2015, вино 661752",2026-08-28
tonkovic-rapsodija-kadarka,Tonković,Rapsodija Kadarka,decanter,2015,бронза,bronza,2012,red,"awards.decanter.com, DWWA 2015, вино 661882",2026-08-28
mcculloch-merlot-malbec,Mcculloch Wines,Merlot-Malbec,decanter,2015,отмечено,commended,2012,red,"awards.decanter.com, DWWA 2015, вино 661934",2026-08-28
veritas-cukovic-momentum-cabernet-sauvignon,Veritas Ćuković,Momentum Cabernet Sauvignon,decanter,2015,серебро,srebro,2012,red,"awards.decanter.com, DWWA 2015, вино 649539",2026-08-28
janko-stari-zavet,Janko,Stari Zavet,decanter,2015,бронза,bronza,2012,red,"awards.decanter.com, DWWA 2015, вино 650293",2026-08-28
temet-ergo-white,Temet,Ergo White,decanter,2015,отмечено,commended,2012,white,"awards.decanter.com, DWWA 2015, вино 648840",2026-08-28
kovacevic-aurelius,Kovačević,Aurelius,decanter,2015,бронза,bronza,2012,red,"awards.decanter.com, DWWA 2015, вино 662661",2026-08-28
molovin-princip,Molovin,Princip,decanter,2015,отмечено,commended,2012,white,"awards.decanter.com, DWWA 2015, вино 663721",2026-08-28
molovin-inat-crown-plaza,Molovin,Inat Crown Plaza,decanter,2015,отмечено,commended,2012,white,"awards.decanter.com, DWWA 2015, вино 663735",2026-08-28
aleksandrovic-trijumf-barrique,Aleksandrović,Trijumf Barrique,decanter,2015,бронза,bronza,2012,white,"awards.decanter.com, DWWA 2015, вино 662569",2026-08-28
despotika-dokaz,Despotika,Dokaz,decanter,2015,бронза,bronza,2012,red,"awards.decanter.com, DWWA 2015, вино 631614",2026-08-28
aleksandrovic-trijumf-noir,Aleksandrović,Trijumf Noir,decanter,2015,отмечено,commended,2012,red,"awards.decanter.com, DWWA 2015, вино 662570",2026-08-28
temet-ergo-red,Temet,Ergo Red,decanter,2015,отмечено,commended,2012,red,"awards.decanter.com, DWWA 2015, вино 648839",2026-08-28
aleksandrovic-regent,Aleksandrović,Regent,decanter,2015,бронза,bronza,2009,red,"awards.decanter.com, DWWA 2015, вино 662571",2026-08-28
aleksandrovic-rodoslov,Aleksandrović,Rodoslov,decanter,2015,серебро,srebro,2009,red,"awards.decanter.com, DWWA 2015, вино 662572",2026-08-28
vinum-sauvignon-blanc,Vinum,Sauvignon Blanc,decanter,2015,серебро,srebro,2013,white,"awards.decanter.com, DWWA 2015, вино 650413",2026-08-28
janko-vrtlog,Janko,Vrtlog,decanter,2015,отмечено,commended,2013,white,"awards.decanter.com, DWWA 2015, вино 650549",2026-08-28
janko-misija,Janko,Misija,decanter,2015,бронза,bronza,2013,white,"awards.decanter.com, DWWA 2015, вино 650335",2026-08-28
zvonko-bogdan-zivot-tece,Zvonko Bogdan,Zivot Tece,decanter,2015,отмечено,commended,2013,red,"awards.decanter.com, DWWA 2015, вино 662016",2026-08-28
temet-dobra-godina,Temet,Dobra Godina,decanter,2015,серебро,srebro,2011,red,"awards.decanter.com, DWWA 2015, вино 648842",2026-08-28
temet-ergo,Temet,Ergo,decanter,2015,отмечено,commended,2011,red,"awards.decanter.com, DWWA 2015, вино 648838",2026-08-28
tonkovic-icon-kadarka,Tonković,Icon Kadarka,decanter,2015,отмечено,commended,2011,red,"awards.decanter.com, DWWA 2015, вино 661815",2026-08-28
milan-nikolic-vinis-crveno,Milan Nikolić,Vinis Crveno,decanter,2015,бронза,bronza,2011,red,"awards.decanter.com, DWWA 2015, вино 662472",2026-08-28
aleksic-amanet,Aleksić,Amanet,decanter,2015,серебро,srebro,2011,red,"awards.decanter.com, DWWA 2015, вино 662761",2026-08-28
kis-kisova-misterija-polusuvo,Kiš,Kišova Misterija Polusuvo,decanter,2015,бронза,bronza,2011,white,"awards.decanter.com, DWWA 2015, вино 665726",2026-08-28
vinum-italijanski-rizling,Vinum,Italijanski rizling,decanter,2015,отмечено,commended,2013,white,"awards.decanter.com, DWWA 2015, вино 650355",2026-08-28
aleksic-kardas-limited,Aleksić,Kardaš Limited,decanter,2016,бронза,bronza,2011,red,"awards.decanter.com, DWWA 2016, вино 547704",2026-08-28
temet-dobra-godina,Temet,Dobra Godina,decanter,2016,отмечено,commended,2011,red,"awards.decanter.com, DWWA 2016, вино 545508",2026-08-28
temet-tri-morave,Temet,Tri Morave,decanter,2016,бронза,bronza,2015,rosé,"awards.decanter.com, DWWA 2016, вино 545495",2026-08-28
aleksic-arno,Aleksić,Arno,decanter,2016,отмечено,commended,2015,white,"awards.decanter.com, DWWA 2016, вино 547707",2026-08-28
temet-tri-morave,Temet,Tri Morave,decanter,2016,бронза,bronza,2015,white,"awards.decanter.com, DWWA 2016, вино 545479",2026-08-28
aleksandrovic-trijumf-barrique,Aleksandrović,Trijumf Barrique,decanter,2016,серебро,srebro,2012,white,"awards.decanter.com, DWWA 2016, вино 545017",2026-08-28
molovin-inat,Molovin,Inat,decanter,2016,отмечено,commended,2012,white,"awards.decanter.com, DWWA 2016, вино 547924",2026-08-28
kovacevic-aurelius,Kovačević,Aurelius,decanter,2016,бронза,bronza,2012,red,"awards.decanter.com, DWWA 2016, вино 553680",2026-08-28
kovacevic-sauvignon,Kovačević,Sauvignon,decanter,2016,отмечено,commended,2012,white,"awards.decanter.com, DWWA 2016, вино 553683",2026-08-28
aleksic-amanet-vranac,Aleksić,Amanet Vranac,decanter,2016,отмечено,commended,2012,red,"awards.decanter.com, DWWA 2016, вино 547710",2026-08-28
bacina-dolina,Bacina vino d.o.o.,Dolina,decanter,2016,отмечено,commended,2012,red,"awards.decanter.com, DWWA 2016, вино 554392",2026-08-28
