klyuch_vina,hozyaistvo,vino,istochnik,god,kategoriya,mesto,urozhaj,cvet,stranica,sobrano
virtus-rose,Virtus,Rosé,awc-vienna,2017,одобрение,approval,2015,,awc-online.awc-vienna.at/wine/119806,2026-08-28
virtus-credo,Virtus,CREDO,awc-vienna,2017,золото,zlato,2015,,awc-online.awc-vienna.at/wine/119799,2026-08-28
virtus-pinot-noir,Virtus,PINOT NOIR,awc-vienna,2017,серебро,srebro,2014,,awc-online.awc-vienna.at/wine/119803,2026-08-28
virtus-marselan,Virtus,MARSELAN,awc-vienna,2017,серебро,srebro,2015,,awc-online.awc-vienna.at/wine/119801,2026-08-28
lastar-chardonnay,Lastar,Chardonnay,awc-vienna,2017,серебро,srebro,2015,,awc-online.awc-vienna.at/wine/120606,2026-08-28
lastar-rose,Lastar,Rosé,awc-vienna,2017,одобрение,approval,2016,,awc-online.awc-vienna.at/wine/120609,2026-08-28
lastar-pinot-noir,Lastar,Pinot Noir,awc-vienna,2017,серебро,srebro,2015,,awc-online.awc-vienna.at/wine/120608,2026-08-28
virtus-prokupac,Virtus,PROKUPAC,awc-vienna,2016,серебро,srebro,2013,,awc-online.awc-vienna.at/wine/107965,2026-08-28
danguba-ponovo-nase-tamjanika,Vinarija Podrum Danguba,"""Ponovo naše"" Tamjanika",awc-vienna,2016,одобрение,approval,2015,,awc-online.awc-vienna.at/wine/108088,2026-08-28
belo-brdo-sauvignon-blanc,Belo Brdo,Sauvignon Blanc,awc-vienna,2016,одобрение,approval,2015,,awc-online.awc-vienna.at/wine/103610,2026-08-28
belo-brdo-riesling,Belo Brdo,Riesling,awc-vienna,2016,одобрение,approval,2015,,awc-online.awc-vienna.at/wine/103607,2026-08-28
belo-brdo-rose,Belo Brdo,Rosé,awc-vienna,2016,одобрение,approval,2015,,awc-online.awc-vienna.at/wine/103608,2026-08-28
belo-brdo-belo-brdo,Belo Brdo,Belo Brdo,awc-vienna,2016,серебро,srebro,2013,,awc-online.awc-vienna.at/wine/103603,2026-08-28
belo-brdo-alma-mons,Belo Brdo,Alma Mons,awc-vienna,2016,золото,zlato,2013,,awc-online.awc-vienna.at/wine/103600,2026-08-28
belo-brdo-black-label-cabernet-sauvignon,Belo Brdo,Black Label Cabernet Sauvignon,awc-vienna,2016,золото,zlato,2013,,awc-online.awc-vienna.at/wine/103601,2026-08-28
belo-brdo-merlot-black-label,Belo Brdo,Merlot Black Label,awc-vienna,2016,серебро,srebro,2013,,awc-online.awc-vienna.at/wine/103604,2026-08-28
belo-brdo-cabernet-franc-black-label,Belo Brdo,Cabernet Franc Black Label,awc-vienna,2016,серебро,srebro,2013,,awc-online.awc-vienna.at/wine/103605,2026-08-28
belo-brdo-marselan,Belo Brdo,Marselan,awc-vienna,2016,золото,zlato,2013,,awc-online.awc-vienna.at/wine/103599,2026-08-28
belo-brdo-petit-verdot-black-label,Belo Brdo,Petit Verdot Black Label,awc-vienna,2016,одобрение,approval,2012,,awc-online.awc-vienna.at/wine/103609,2026-08-28
molovin-plavi-princip,Molovin,Plavi Princip,awc-vienna,2016,серебро,srebro,2013,,awc-online.awc-vienna.at/wine/108465,2026-08-28
zvonko-bogdan-icon-campana-rubinus-merlot-caberndet-franc,Zvonko Bogdan,"Icon Campana Rubinus Merlot, Caberndet Franc",awc-vienna,2016,серебро,srebro,2013,,awc-online.awc-vienna.at/wine/103038,2026-08-28
rnjak-chardonnay,Rnjak,CHARDONNAY,awc-vienna,2016,одобрение,approval,2015,,awc-online.awc-vienna.at/wine/107971,2026-08-28
rnjak-sauvignon-blanc,Rnjak,SAUVIGNON BLANC,awc-vienna,2016,одобрение,approval,2015,,awc-online.awc-vienna.at/wine/107970,2026-08-28
vinum-sauvignon-blanc,Vinum,Sauvignon Blanc,awc-vienna,2016,одобрение,approval,2015,,awc-online.awc-vienna.at/wine/105818,2026-08-28
vinum-italijanski-rizling,Vinum,Italijanski Rizling,awc-vienna,2016,одобрение,approval,2015,,awc-online.awc-vienna.at/wine/105817,2026-08-28
vinum-rose,Vinum,Rosé,awc-vienna,2016,серебро,srebro,2015,,awc-online.awc-vienna.at/wine/105816,2026-08-28
zvonko-bogdan-sauvignon-blanc,Zvonko Bogdan,Sauvignon Blanc,awc-vienna,2016,серебро,srebro,2015,,awc-online.awc-vienna.at/wine/103039,2026-08-28
deuric-enigma,Deurić,Enigma,awc-vienna,2016,серебро,srebro,2015,,awc-online.awc-vienna.at/wine/108796,2026-08-28
virtus-pinot-grigio,Virtus,PINOT GRIGIO,awc-vienna,2016,одобрение,approval,2014,,awc-online.awc-vienna.at/wine/107968,2026-08-28
virtus-sauvignon-blanc,Virtus,SAUVIGNON BLANC,awc-vienna,2016,золото,zlato,2014,,awc-online.awc-vienna.at/wine/107962,2026-08-28
virtus-credo-beli,Virtus,CREDO BELI,awc-vienna,2016,золото,zlato,2014,,awc-online.awc-vienna.at/wine/107961,2026-08-28
virtus-gewurztraminer,Virtus,GEWURZTRAMINER,awc-vienna,2016,серебро,srebro,2014,,awc-online.awc-vienna.at/wine/107964,2026-08-28
virtus-rose,Virtus,ROSÉ,awc-vienna,2016,серебро,srebro,2014,,awc-online.awc-vienna.at/wine/107966,2026-08-28
virtus-credo,Virtus,CREDO,awc-vienna,2016,золото,zlato,2013,,awc-online.awc-vienna.at/wine/107963,2026-08-28
virtus-marselan,Virtus,MARSELAN,awc-vienna,2016,одобрение,approval,2014,,awc-online.awc-vienna.at/wine/107967,2026-08-28
aleksic-zuti-cvet-tamjanika,Aleksić,Zuti cvet Tamjanika,awc-vienna,2015,одобрение,approval,2014,,awc-online.awc-vienna.at/wine/93351,2026-08-28
despotika-morava,Despotika,MORAVA,awc-vienna,2015,серебро,srebro,2014,,awc-online.awc-vienna.at/wine/95050,2026-08-28
belo-brdo-riesling-black-label,Belo Brdo,Riesling Black Label,awc-vienna,2015,одобрение,approval,2013,,awc-online.awc-vienna.at/wine/91586,2026-08-28
belo-brdo-pinot-noir-reserve,Belo Brdo,Pinot Noir Reserve,awc-vienna,2015,серебро,srebro,2012,,awc-online.awc-vienna.at/wine/91585,2026-08-28
aleksic-amanet-vranac,Aleksić,Amanet Vranac,awc-vienna,2014,одобрение,approval,2011,,awc-online.awc-vienna.at/wine/83571,2026-08-28
aleksic-zuti-cvet-tamjanika,Aleksić,Zuti Cvet Tamjanika,awc-vienna,2014,одобрение,approval,2013,,awc-online.awc-vienna.at/wine/83576,2026-08-28
radovanovic-rose,Radovanović,Rosé,awc-vienna,2014,серебро,srebro,2013,,awc-online.awc-vienna.at/wine/83110,2026-08-28
belo-brdo-chardonnay,Belo Brdo,Chardonnay,awc-vienna,2014,одобрение,approval,2013,,awc-online.awc-vienna.at/wine/83013,2026-08-28
belo-brdo-chardonnay-black-label,Belo Brdo,Chardonnay Black Label,awc-vienna,2014,серебро,srebro,2013,,awc-online.awc-vienna.at/wine/83015,2026-08-28
belo-brdo-petra-pinot-gris,Belo Brdo,Petra Pinot Gris,awc-vienna,2014,одобрение,approval,2013,,awc-online.awc-vienna.at/wine/83018,2026-08-28
belo-brdo-sauvignon-blanc,Belo Brdo,Sauvignon Blanc,awc-vienna,2014,одобрение,approval,2013,,awc-online.awc-vienna.at/wine/83012,2026-08-28
belo-brdo-riesling,Belo Brdo,Riesling,awc-vienna,2014,одобрение,approval,2013,,awc-online.awc-vienna.at/wine/83011,2026-08-28
belo-brdo-alma-mons-white,Belo Brdo,Alma Mons White,awc-vienna,2014,серебро,srebro,2013,,awc-online.awc-vienna.at/wine/83016,2026-08-28
belo-brdo-gewuerztraminer,Belo Brdo,Gewuerztraminer,awc-vienna,2014,серебро,srebro,2013,,awc-online.awc-vienna.at/wine/83017,2026-08-28
belo-brdo-alma-mons,Belo Brdo,Alma Mons,awc-vienna,2014,серебро,srebro,2012,,awc-online.awc-vienna.at/wine/83014,2026-08-28
belo-brdo-alma-mons-reserve,Belo Brdo,Alma Mons Reserve,awc-vienna,2014,серебро,srebro,2011,,awc-online.awc-vienna.at/wine/83019,2026-08-28
belo-brdo-cabernet-sauvignon,Belo Brdo,Cabernet Sauvignon,awc-vienna,2014,золото,zlato,2011,,awc-online.awc-vienna.at/wine/83020,2026-08-28
belo-brdo-cabernet-franc,Belo Brdo,Cabernet Franc,awc-vienna,2014,серебро,srebro,2012,,awc-online.awc-vienna.at/wine/83009,2026-08-28
belo-brdo-marselan,Belo Brdo,Marselan,awc-vienna,2014,серебро,srebro,2012,,awc-online.awc-vienna.at/wine/83007,2026-08-28
belo-brdo-petit-verdot,Belo Brdo,Petit Verdot,awc-vienna,2014,одобрение,approval,2012,,awc-online.awc-vienna.at/wine/83008,2026-08-28
temet-rose,Temet,Rose,awc-vienna,2014,серебро,srebro,2013,,awc-online.awc-vienna.at/wine/83397,2026-08-28
vinum-sauvignon-blanc,Vinum,Sauvignon Blanc,awc-vienna,2014,одобрение,approval,2012,,awc-online.awc-vienna.at/wine/83664,2026-08-28
vinum-italijanski-rizling-grasevina,Vinum,Italijanski Rizling Grasevina,awc-vienna,2014,одобрение,approval,2012,,awc-online.awc-vienna.at/wine/83663,2026-08-28
pusula-chardonnay,Pusula Winery,CHARDONNAY,awc-vienna,2014,одобрение,approval,2013,,awc-online.awc-vienna.at/wine/83953,2026-08-28
pusula-traminac,Pusula Winery,TRAMINAC,awc-vienna,2014,одобрение,approval,2013,,awc-online.awc-vienna.at/wine/83954,2026-08-28
pusula-rose,Pusula Winery,ROSÉ,awc-vienna,2014,одобрение,approval,2013,,awc-online.awc-vienna.at/wine/83955,2026-08-28
zvonko-bogdan-pinot-blanc,Zvonko Bogdan,Pinot Blanc,awc-vienna,2014,одобрение,approval,2013,,awc-online.awc-vienna.at/wine/82809,2026-08-28
zvonko-bogdan-sauvignon-blanc,Zvonko Bogdan,Sauvignon Blanc,awc-vienna,2014,одобрение,approval,2013,,awc-online.awc-vienna.at/wine/82808,2026-08-28
temet-tri-morave-rezerva-crveno,Temet,Tri Morave rezerva crveno,vino.rs,2019,лучшее красное,1,2016,red,"vino.rs, годовой тест 2019",2026-08-28
zvonko-bogdan-cuvee-no1,Zvonko Bogdan,Cuvee No.1,vino.rs,2019,лучшее красное,2,2017,red,"vino.rs, годовой тест 2019",2026-08-28
matalj-kremen-kamen,Matalj,Kremen Kamen,vino.rs,2019,лучшее красное,3,2016,red,"vino.rs, годовой тест 2019",2026-08-28
aleksandrovic-regent-reserve,Aleksandrović,Regent Reserve,vino.rs,2019,лучшее красное,4,2015,red,"vino.rs, годовой тест 2019",2026-08-28
radovan-100-prokupac,Vinarija Radovan,100% Prokupac,vino.rs,2019,лучшее красное,5,2017,red,"vino.rs, годовой тест 2019",2026-08-28
milijan-jelic-millennium,Milijan Jelić,Millennium,vino.rs,2019,лучшее красное,6,2011,red,"vino.rs, годовой тест 2019",2026-08-28
tonkovic-fantazija,Tonković,Fantazija,vino.rs,2019,лучшее красное,7,2014,red,"vino.rs, годовой тест 2019",2026-08-28
radovanovic-franc-cabernet-sauvignon-barrique,Radovanović,Franc Cabernet Sauvignon Barrique,vino.rs,2019,лучшее красное,8,2016,red,"vino.rs, годовой тест 2019",2026-08-28
cilic-onyx-crveno,Cilić,Onyx crveno,vino.rs,2019,лучшее красное,9,2017,red,"vino.rs, годовой тест 2019",2026-08-28
ivanovic-prokupac,Ivanović,Prokupac,vino.rs,2019,лучшее красное,10,2017,red,"vino.rs, годовой тест 2019",2026-08-28
cilic-onyx-belo,Cilić,Onyx belo,vino.rs,2019,лучшее белое,1,2017,white,"vino.rs, годовой тест 2019",2026-08-28
zvonko-bogdan-icon-albus-campana,Zvonko Bogdan,Icon Albus Campana,vino.rs,2019,лучшее белое,2,2017,white,"vino.rs, годовой тест 2019",2026-08-28
dukay-sagmeister-kew-furmint,Dukay-Sagmeister,Kew Furmint,vino.rs,2019,лучшее белое,3,2016,white,"vino.rs, годовой тест 2019",2026-08-28
temet-tri-morave-rezerva-belo,Temet,Tri Morave rezerva belo,vino.rs,2019,лучшее белое,4,2016,white,"vino.rs, годовой тест 2019",2026-08-28
despotika-beskraj,Despotika,Beskraj,vino.rs,2019,лучшее белое,5,2017,white,"vino.rs, годовой тест 2019",2026-08-28
radovan-100-tamjanika,Vinarija Radovan,100% Tamjanika,vino.rs,2019,лучшее белое,6,2018,white,"vino.rs, годовой тест 2019",2026-08-28
zvonko-bogdan-pinot-blanc,Zvonko Bogdan,Pinot Blanc,vino.rs,2019,лучшее белое,7,2017,white,"vino.rs, годовой тест 2019",2026-08-28
aleksandrovic-trijumf-gold,Aleksandrović,Trijumf Gold,vino.rs,2019,лучшее белое,8,2018,white,"vino.rs, годовой тест 2019",2026-08-28
mcculloch-rajnski-riesling,Mcculloch Wines,Rajnski Riesling,vino.rs,2019,лучшее белое,9,2017,white,"vino.rs, годовой тест 2019",2026-08-28
jelic-morava,Jelić,Morava,vino.rs,2019,лучшее белое,10,2018,white,"vino.rs, годовой тест 2019",2026-08-28
vista-hill-premium-rose,Vista Hill,Premium Rosé,vino.rs,2019,лучшее розе,1,2018,rose,"vino.rs, годовой тест 2019",2026-08-28
zvonko-bogdan-rose-sec,Zvonko Bogdan,Rose Sec,vino.rs,2019,лучшее розе,2,2018,rose,"vino.rs, годовой тест 2019",2026-08-28
despotika-nemir,Despotika,Nemir,vino.rs,2019,лучшее розе,3,2018,rose,"vino.rs, годовой тест 2019",2026-08-28
tonkovic-rose-kadarka,Tonković,Rose Kadarka,vino.rs,2019,лучшее розе,4,2018,rose,"vino.rs, годовой тест 2019",2026-08-28
erdevik-roza-nostra,Erdevik,Roza Nostra,vino.rs,2019,лучшее розе,5,2018,rose,"vino.rs, годовой тест 2019",2026-08-28
matalj-dusica-rose,Matalj,Dušica Rose,vino.rs,2019,лучшее розе,6,2018,rose,"vino.rs, годовой тест 2019",2026-08-28
trivanovic-rose,Trivanović,Rose,vino.rs,2019,лучшее розе,7,2018,rose,"vino.rs, годовой тест 2019",2026-08-28
temet-tri-morave-rose,Temet,Tri Morave Rose,vino.rs,2019,лучшее розе,8,2017,rose,"vino.rs, годовой тест 2019",2026-08-28
deuric-urban-rose,Deurić,Urban Rose,vino.rs,2019,лучшее розе,9,2018,rose,"vino.rs, годовой тест 2019",2026-08-28
deuric-princeps-brut-nature,Deurić,Princeps Brut Nature,vino.rs,2019,лучшее игристое,1,2015,,"vino.rs, годовой тест 2019",2026-08-28
aleksandrovic-trijumf-chardonnay,Aleksandrović,Trijumf Chardonnay,vino.rs,2019,лучшее игристое,2,2013,,"vino.rs, годовой тест 2019",2026-08-28
deuric-the,Deurić,The,vino.rs,2019,лучшее игристое,3,2015,,"vino.rs, годовой тест 2019",2026-08-28
aleksandrovic-trijumf-penusavac-rose,Aleksandrović,Trijumf Penušavac Rose,vino.rs,2019,лучшее игристое,4,2015,,"vino.rs, годовой тест 2019",2026-08-28
lastar-brut,Lastar,Brut,vino.rs,2019,лучшее игристое,5,2016,,"vino.rs, годовой тест 2019",2026-08-28
janko-mesecina,Janko,Mesečina,vino.rs,2019,лучшее игристое,6,,,"vino.rs, годовой тест 2019",2026-08-28
ivanovic-zanos,Ivanović,Zanos,vino.rs,2019,лучшее сладкое или полусладкое,1,2017,,"vino.rs, годовой тест 2019",2026-08-28
vinograd-hopovo-bermet,Vinograd Hopovo,Bermet,vino.rs,2019,лучшее сладкое или полусладкое,2,2016,,"vino.rs, годовой тест 2019",2026-08-28
matalj-crna-tamjanika,Matalj,Crna Tamjanika,vino.rs,2019,лучшее сладкое или полусладкое,3,2018,,"vino.rs, годовой тест 2019",2026-08-28
maurer-sott,Maurer,Sott,vino.rs,2019,лучшее сладкое или полусладкое,4,2018,,"vino.rs, годовой тест 2019",2026-08-28
kis-bermet-crveni,Kiš,Bermet crveni,vino.rs,2019,лучшее сладкое или полусладкое,5,2017,,"vino.rs, годовой тест 2019",2026-08-28
kovacevic-bermet-beli,Kovačević,Bermet beli,vino.rs,2019,лучшее сладкое или полусладкое,6,2018,,"vino.rs, годовой тест 2019",2026-08-28
radovan-100-prokupac,Vinarija Radovan,100% Prokupac,vino.rs,2019,"лучшее красное, местные сорта",1,2017,red,"vino.rs, годовой тест 2019",2026-08-28
tonkovic-fantazija,Tonković,Fantazija,vino.rs,2019,"лучшее красное, местные сорта",2,2014,red,"vino.rs, годовой тест 2019",2026-08-28
ivanovic-prokupac,Ivanović,Prokupac,vino.rs,2019,"лучшее красное, местные сорта",3,2017,red,"vino.rs, годовой тест 2019",2026-08-28
deuric-probus-287,Deurić,Probus 287,vino.rs,2019,"лучшее красное, местные сорта",4,2018,red,"vino.rs, годовой тест 2019",2026-08-28
maurer-kadarka-1880,Maurer,Kadarka 1880,vino.rs,2019,"лучшее красное, местные сорта",5,2018,red,"vino.rs, годовой тест 2019",2026-08-28
doja-breg,Doja,Breg,vino.rs,2019,"лучшее красное, местные сорта",6,2015,red,"vino.rs, годовой тест 2019",2026-08-28
milijan-jelic-kamenicanka,Milijan Jelić,Kameničanka,vino.rs,2019,"лучшее красное, местные сорта",7,2013,red,"vino.rs, годовой тест 2019",2026-08-28
milosavljevic-vila-vina-prokupac,Winery Milosavljevic,Vila Vina Prokupac,vino.rs,2019,"лучшее красное, местные сорта",8,2016,red,"vino.rs, годовой тест 2019",2026-08-28
bikicki-crna-tamjanika,Bikicki,Crna Tamjanika,vino.rs,2019,"лучшее красное, местные сорта",9,2016,red,"vino.rs, годовой тест 2019",2026-08-28
dukay-sagmeister-kew-kadarka,Dukay-Sagmeister,Kew Kadarka,vino.rs,2019,"лучшее красное, местные сорта",10,2016,red,"vino.rs, годовой тест 2019",2026-08-28
temet-tri-morave-rezerva-belo,Temet,Tri Morave Rezerva belo,vino.rs,2019,"лучшее белое, местные сорта",1,2016,white,"vino.rs, годовой тест 2019",2026-08-28
radovan-100-tamjanika,Vinarija Radovan,100% Tamjanika,vino.rs,2019,"лучшее белое, местные сорта",2,2018,white,"vino.rs, годовой тест 2019",2026-08-28
milijan-jelic-morava,Milijan Jelić,Morava,vino.rs,2019,"лучшее белое, местные сорта",3,2018,white,"vino.rs, годовой тест 2019",2026-08-28
ivanovic-tamjanika,Ivanović,Tamjanika,vino.rs,2019,"лучшее белое, местные сорта",4,2018,white,"vino.rs, годовой тест 2019",2026-08-28
radovan-experiment-tamjanika,Vinarija Radovan,Experiment tamjanika,vino.rs,2019,"лучшее белое, местные сорта",5,2018,white,"vino.rs, годовой тест 2019",2026-08-28
lastar-tamjanika,Lastar,Tamjanika,vino.rs,2019,"лучшее белое, местные сорта",6,2018,white,"vino.rs, годовой тест 2019",2026-08-28
cilic-morava,Cilić,Morava,vino.rs,2019,"лучшее белое, местные сорта",7,2018,white,"vino.rs, годовой тест 2019",2026-08-28
temet-tri-morave-white,Temet,Tri Morave White,vino.rs,2019,"лучшее белое, местные сорта",8,2018,white,"vino.rs, годовой тест 2019",2026-08-28
vinarska-kuca-spasic-tamjanika-lekcija,Spasić,Tamjanika Lekcija,vino.rs,2019,"лучшее белое, местные сорта",9,2017,white,"vino.rs, годовой тест 2019",2026-08-28
plavinci-cilibar,Plavinci,Ćilibar,vino.rs,2019,"лучшее белое, местные сорта",10,2018,white,"vino.rs, годовой тест 2019",2026-08-28
dukay-sagmeister-kew-furmint,Dukay-Sagmeister,Kew Furmint,vino.rs,2019,лучшее органическое,1,2016,,"vino.rs, годовой тест 2019",2026-08-28
mcculloch-rajnski-riesling,Mcculloch Wines,Rajnski Riesling,vino.rs,2019,лучшее органическое,2,2016,,"vino.rs, годовой тест 2019",2026-08-28
bikicki-uncensored,Bikicki,Uncensored,vino.rs,2019,лучшее органическое,3,2016,,"vino.rs, годовой тест 2019",2026-08-28
maurer-kadarka-1880,Maurer,Kadarka 1880,vino.rs,2019,лучшее органическое,4,2018,,"vino.rs, годовой тест 2019",2026-08-28
mcculloch-coupage,Mcculloch Wines,Coupage,vino.rs,2019,лучшее органическое,5,2017,,"vino.rs, годовой тест 2019",2026-08-28
bikicki-crna-tamjanika,Bikicki,Crna Tamjanika,vino.rs,2019,лучшее органическое,6,2016,,"vino.rs, годовой тест 2019",2026-08-28
dukay-sagmeister-kew-kadarka,Dukay-Sagmeister,Kew Kadarka,vino.rs,2019,лучшее органическое,7,2016,,"vino.rs, годовой тест 2019",2026-08-28
